1.469,5.8471,12.635,16.374,18.005,17.35,17.087,18.58,16.182,14.756,11.913,8.9835,5.9441,4.1156,3.5039,3.2941,3.0538,2.9062,2.9132,2.3243,2.1492,1.7237,1.9802,1.9467,1.3773,1.1631,0.68132,0.36554,0.14745,0.20473,0.094912,0.097251,0.0083013,0.014979,0.036458,0.043984,0.0027158,0.046131,0.0474,0.035473,0.035213,0.027438,0.033793,0.035487,0.079849,-0.0067194,0.027156,0.020046,0.013901,0.0040285,0.012151,0.0015679,-0.0001648,-1.0361e-18,-3.3674e-18,-0.0011445,2.0722e-18,0,0,0
6.0141,16.612,26.686,31.597,34.796,38.116,40.692,42.686,41.224,36.746,31.258,26.297,18.919,11.724,8.5423,7.7659,6.9732,6.0853,4.7103,4.7661,4.2429,4.7351,4.9309,4.4145,3.505,2.8525,2.2411,1.725,0.99423,0.52379,0.42425,0.3606,0.13186,0.11516,0.17642,0.15651,0.14795,0.10344,0.059397,0.13482,0.16212,0.043531,0.081984,0.060677,0.038422,0.048768,0.053226,0.038861,0.033867,0.0083638,0.042221,0.033157,0.044309,-7.5728e-17,0.00014649,0.0086482,-0.0020142,-0.00084232,-0.00063473,7.3245e-05
11.818,27.625,30.778,28.545,33.392,36.865,37.857,37.251,36.403,32.968,29.707,30.872,22.873,17.918,11.93,8.5413,6.6862,7.0979,5.2829,4.9082,4.5986,4.2649,4.0017,3.9411,3.1251,2.6648,3.0398,2.4104,1.6213,1.1116,0.63782,0.35297,0.27722,0.18439,0.17467,0.06942,0.17781,0.12391,0.064269,0.058291,0.047655,0.013677,0.026542,0.04278,0.059467,0.057017,0.036531,0.054694,0.040863,0.0095814,0.019024,0.054568,-0.0038271,1.5024e-17,-0.0021278,0.035034,0.029258,0.012235,0.0092197,-0.0010639
14.824,29.242,30.13,2.8143,1.1877,1.1989,1.1204,0.61942,0.61118,0.69659,0.90445,1.6802,10.715,11.593,12.754,9.0793,5.0801,4.75,0.51954,0.089203,0.18431,0.035669,0.050654,0.038637,0.13324,0.12892,0.20668,1.3464,0.98242,0.97895,0.81497,0.51247,0.40371,0.26826,0.35954,0.087213,0.15836,0.052425,0.056261,0.10404,0.05292,0.0516,0.050452,0.12974,0.066215,0.11227,0.042551,0.056779,0.057703,0.0010849,0.011717,0.0047596,-0.00040285,-1.5542e-18,-0.00039197,0.0016801,0.0053896,0.0022538,0.00055392,-0.00019598
14.924,29.682,33.25,1.3622,-0.60895,-0.30551,-0.30714,-0.27371,-0.26724,-0.25064,-0.27755,-0.16443,3.5084,5.9937,7.2047,7.9766,5.8068,5.9016,0.27627,-0.096557,-0.040147,-0.029152,-0.028494,-0.027385,-0.027842,-0.031129,-0.0070086,0.68551,1.0529,0.82273,1.0624,0.72505,0.42853,0.30888,0.27057,0.12966,0.11955,0.072228,0.093076,0.042839,0.059897,0.042391,0.010772,0.011773,-0.0048708,-0.0079746,-0.0032755,-0.002321,0.0055666,0.0038219,0.0069079,-0.0014237,4.7904e-05,0,3.6623e-05,-0.00031737,-0.00050356,-0.00021058,0.009759,1.8311e-05
12.714,31.502,38.442,1.4342,-0.36124,-0.022174,-0.020704,-0.041887,-0.02524,-0.036705,-0.070833,0.18316,2.8935,2.8095,4.2132,6.0922,5.6071,6.6527,0.39821,-0.071194,-0.0032337,-0.0049136,-0.00098881,-0.0034857,-0.0060055,-0.010199,0.0018618,0.46268,0.81222,0.80831,0.80381,0.56998,0.4638,0.43364,0.17615,0.15697,0.0711,0.067225,0.037811,0.077708,0.029312,0.053084,-0.00020998,-0.0026094,4.1445e-18,0,1.8311e-05,-0.00019598,-0.0010079,-0.000412,-0.00081193,8.3993e-05,0,0,0,0,1.5024e-17,4.8827e-17,0.016595,-1.5024e-17
10.098,31.068,41.988,2.8905,-0.19669,0.16048,0.12833,0.34897,0.20101,0.30154,0.29613,0.55024,3.294,2.3148,4.2091,5.692,5.9374,7.7921,0.7786,-0.068942,0.019332,0.036439,-0.0038362,0.022328,0.047722,0.04912,0.051096,0.37644,0.47591,0.64056,0.88016,0.7062,0.20573,0.10288,0.12185,0.094016,0.057339,0.054819,0.10692,0.041955,0.030012,0.054218,0.0012599,-0.000412,0,0,0,0,0,0,0,0,0,0,0,0,-1.5542e-18,-5.0511e-18,-0.0017167,1.5542e-18
8.234,24.492,27.804,9.9558,2.0142,1.7713,1.734,1.7131,1.9778,2.0369,1.9365,2.2182,2.6074,2.1471,3.5679,6.4923,7.3673,6.7619,2.6359,0.43039,0.43003,0.26244,0.28243,0.24469,0.19332,0.25921,0.22676,0.35961,0.5721,0.40467,0.42753,0.44539,0.29948,0.12807,0.1498,0.18657,0.11175,0.14904,0.11042,0.079572,0.080268,0.07287,-0.0024583,-0.00031437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1657,16.809,22.477,10.214,2.9468,2.0379,1.6963,1.8529,1.6468,1.4881,1.3239,1.9356,2.2121,2.4041,3.2032,7.5819,8.2899,7.9349,3.1109,1.0008,0.40055,0.25971,0.3468,0.3227,0.32029,0.3497,0.61053,0.53443,0.31367,0.45092,0.46559,0.18845,0.29718,0.094786,0.21332,0.18932,0.14226,0.1238,0.142,0.16069,0.1844,0.091468,-0.0046196,-0.0003296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.6157,11.761,17.403,16.508,6.3345,2.1218,1.6473,1.5487,1.8321,1.6643,1.4443,1.7199,1.7525,2.0274,2.5679,6.4141,6.3134,7.2002,7.0637,2.3354,0.51351,0.34247,0.31857,0.32402,0.33029,0.35121,0.41515,0.46357,0.3472,0.38682,0.31398,0.019387,0.015875,-0.00051796,0.0084049,0.0093932,0.0085253,-0.0037218,0.00040597,0.0031497,0.089684,0.13492,0.0062155,-0.0012085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
