0.86643,1.8662,4.5987,6.4649,8.7976,10.73,10.664,10.397,11.397,10.331,9.5974,10.131,11.93,10.264,9.5974,9.0642,8.3977,7.1314,7.1314,4.932,4.0656,2.7992,3.9989,1.9328,2.5993,1.5996,1.8662,1.6662,1.8662,1.6662,2.266,1.6662,1.7329,1.6662,1.333,0.86643,0.99973,1.0664,1.0664,1.0664,0.66649,0.39989,0.66649,0.53319,0.33324,0.19995,0.19995,0.066649,0.19995,0.19995,0,0,0.1333,0,0,0.066649,0,0,0.1333,0,0,0,0.066649,0,0,0,0,0,0,0,0,0,0,0.1333,0,0,0,0,0,0.066649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7329,5.6651,9.5974,15.929,25.126,25.193,30.392,31.925,33.391,29.925,30.392,35.257,33.524,31.658,28.859,27.792,26.193,21.661,17.129,16.995,12.996,8.8642,6.3316,6.3316,5.8651,7.5979,4.5987,5.8651,5.9984,4.4654,4.9986,4.5987,3.4657,3.6657,3.6657,3.6657,3.1325,4.4654,3.1991,4.1322,3.3991,1.9995,2.6659,1.7995,1.0664,1.0664,0.53319,0.33324,0.19995,0.33324,0.33324,0.1333,0.19995,0.066649,0,0,0,0.066649,0.066649,0,0.066649,0,0.066649,0.1333,0.1333,0.066649,0.1333,0.066649,0.1333,0,0.19995,0,0,0.19995,0.066649,0,0,0.1333,0,0,0,0.066649,0,0,0.066649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1322,10.064,16.196,23.594,29.325,28.459,32.191,30.125,31.525,35.19,36.857,36.657,37.39,39.723,35.79,35.257,30.658,30.792,25.926,22.594,19.395,14.063,11.197,10.131,7.6646,8.5977,7.1314,7.5313,6.5316,5.1986,3.8656,3.599,4.1989,4.1989,3.0658,4.2655,4.1322,4.7987,3.799,3.5324,3.3991,3.0658,2.9992,1.9328,1.9995,1.7329,1.2663,0.79978,0.93308,0.26659,0.53319,0.53319,0.46654,0.19995,0.19995,0,0.33324,0.19995,0.1333,0.19995,0.19995,0.1333,0.1333,0,0.066649,0.066649,0.33324,0.1333,0.1333,0,0.066649,0.1333,0.066649,0,0,0,0.1333,0,0.066649,0,0.066649,0,0,0,0.066649,0.066649,0,0.1333,0,0,0,0,0,0,0,0,0,0,0,0
5.9317,18.528,23.86,26.593,28.326,32.125,36.124,38.723,47.921,46.588,49.987,50.387,54.186,52.186,51.653,46.321,43.455,36.857,36.79,38.323,28.126,21.861,17.662,11.797,9.7307,8.7976,7.0647,6.1983,7.6646,7.0647,6.7981,5.4652,7.198,5.9317,5.5318,5.7318,7.3313,4.932,6.3983,5.4652,4.6654,2.466,3.3324,3.1991,3.799,2.3993,2.8659,1.333,1.5329,0.46654,0.26659,0.66649,0.26659,0.19995,0.19995,0.1333,0.19995,0.066649,0.33324,0.066649,0.26659,0.066649,0.19995,0.066649,0.066649,0,0.066649,0.1333,0,0,0,0.066649,0.066649,0,0.1333,0.066649,0.066649,0,0.066649,0.1333,0,0.066649,0,0.066649,0,0.066649,0,0,0,0,0,0,0.066649,0,0,0,0,0,0,0
6.8648,23.194,28.725,32.858,33.724,25.593,30.058,31.858,31.791,31.991,33.857,30.192,29.259,27.459,29.192,25.793,26.793,25.46,27.259,29.992,19.728,18.062,18.795,16.196,10.397,9.864,7.6646,6.6648,6.9314,7.398,5.2652,4.3322,4.0656,4.3322,4.4654,2.3993,3.7323,2.7992,2.7326,2.9325,3.3324,2.3993,2.7326,2.9325,2.9325,2.1994,1.9328,1.3996,1.4663,1.1997,0.99973,0.53319,0.39989,0.26659,0.46654,0.1333,0.19995,0.19995,0,0,0.066649,0.33324,0.066649,0,0.1333,0.1333,0,0,0.066649,0,0,0.066649,0,0,0.066649,0,0,0.066649,0,0,0.066649,0,0,0,0,0.1333,0,0,0,0,0,0,0,0.1333,0,0,0.066649,0,0,0
10.331,24.793,28.659,32.258,28.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.53,15.196,10.397,14.996,11.73,9.7307,7.1314,4.7987,4.732,4.8653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5996,1.5329,0.53319,1.5329,0.59984,0.73313,0.59984,0.39989,0.1333,0.46654,0.066649,0.39989,0.46654,0,0.066649,0.19995,0.1333,0.066649,0,0.066649,0.066649,0.066649,0.066649,0.066649,0.066649,0,0.1333,0.19995,0.1333,0.066649,0.33324,0.066649,0.066649,0.1333,0.066649,0.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.331,23.26,25.06,36.39,31.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6654,9.1975,7.198,10.797,11.863,10.93,6.3983,4.3322,5.1986,5.3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86643,1.4663,0.79978,0.66649,1.0664,0.93308,0.99973,0.66649,0.59984,0.53319,0.39989,0.19995,0.46654,0.26659,0.1333,0.1333,0.1333,0,0.066649,0.066649,0.19995,0.066649,0.066649,0,0.066649,0.066649,0,0.1333,0,0,0,0,0,0,0,0.066649,0,0,0.066649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.7973,26.793,26.126,37.123,31.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9325,4.5321,6.8648,6.1983,6.3983,8.9975,6.5982,5.9317,7.1314,6.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53319,0.73313,0.93308,1.333,0.33324,1.2663,1.0664,0.73313,0.33324,0.46654,0.1333,0.19995,0.33324,0.1333,0.066649,0.19995,0.066649,0.066649,0.066649,0.1333,0,0,0.1333,0.066649,0.066649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.7307,22.727,27.059,44.455,34.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.799,3.0658,3.7323,3.599,4.932,7.5313,5.4652,5.1986,6.6648,6.6648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59984,0.93308,1.2663,0.93308,0.79978,0.79978,0.99973,0.53319,0.53319,0.33324,0.66649,0.46654,0.066649,0.19995,0.066649,0.1333,0,0.19995,0.066649,0.066649,0.066649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066649,0,0
7.6646,23.194,26.793,47.388,35.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9992,2.7326,2.7326,2.5993,4.932,6.3983,5.6651,5.2652,6.8648,7.3313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19995,0.53319,0.66649,0.66649,0.93308,0.59984,0.86643,0.26659,0.66649,0.46654,0.46654,0.19995,0.19995,0.19995,0.19995,0.066649,0.066649,0,0,0,0.1333,0.1333,0,0.1333,0.066649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
